718 ,515524 ,370146232 ,265764994576
719 ,516961 ,371694959 ,267248675521
720 ,518400 ,373248000 ,268738560000
721 ,519841 ,374805361 ,270234665281
722 ,521284 ,376367048 ,271737008656
723 ,522729 ,377933067 ,273245607441
724 ,524176 ,379503424 ,274760478976
725 ,525625 ,381078125 ,276281640625
726 ,527076 ,382657176 ,277809109776
727 ,528529 ,384240583 ,279342903841
728 ,529984 ,385828352 ,280883040256
729 ,531441 ,387420489 ,282429536481
730 ,532900 ,389017000 ,283982410000
731 ,534361 ,390617891 ,285541678321
732 ,535824 ,392223168 ,287107358976
733 ,537289 ,393832837 ,288679469521
734 ,538756 ,395446904 ,290258027536
735 ,540225 ,397065375 ,291843050625
736 ,541696 ,398688256 ,293434556416
737 ,543169 ,400315553 ,295032562561
738 ,544644 ,401947272 ,296637086736
739 ,546121 ,403583419 ,298248146641
740 ,547600 ,405224000 ,299865760000
741 ,549081 ,406869021 ,301489944561
742 ,550564 ,408518488 ,303120718096
743 ,552049 ,410172407 ,304758098401
744 ,553536 ,411830784 ,306402103296
745 ,555025 ,413493625 ,308052750625
746 ,556516 ,415160936 ,309710058256
747 ,558009 ,416832723 ,311374044081
748 ,559504 ,418508992 ,313044726016
749 ,561001 ,420189749 ,314722122001
750 ,562500 ,421875000 ,316406250000
751 ,564001 ,423564751 ,318097128001
752 ,565504 ,425259008 ,319794774016
753 ,567009 ,426957777 ,321499206081
754 ,568516 ,428661064 ,323210442256
755 ,570025 ,430368875 ,324928500625
756 ,571536 ,432081216 ,326653399296
757 ,573049 ,433798093 ,328385156401
758 ,574564 ,435519512 ,330123790096
759 ,576081 ,437245479 ,331869318561
760 ,577600 ,438976000 ,333621760000
761 ,579121 ,440711081 ,335381132641
762 ,580644 ,442450728 ,337147454736
763 ,582169 ,444194947 ,338920744561
764 ,583696 ,445943744 ,340701020416
765 ,585225 ,447697125 ,342488300625
766 ,586756 ,449455096 ,344282603536
767 ,588289 ,451217663 ,346083947521
768 ,589824 ,452984832 ,347892350976
769 ,591361 ,454756609 ,349707832321
770 ,592900 ,456533000 ,351530410000
771 ,594441 ,458314011 ,353360102481
772 ,595984 ,460099648 ,355196928256
773 ,597529 ,461889917 ,357040905841
774 ,599076 ,463684824 ,358892053776
775 ,600625 ,465484375 ,360750390625
776 ,602176 ,467288576 ,362615934976
777 ,603729 ,469097433 ,364488705441
778 ,605284 ,470910952 ,366368720656
779 ,606841 ,472729139 ,368255999281
780 ,608400 ,474552000 ,370150560000
781 ,609961 ,476379541 ,372052421521
782 ,611524 ,478211768 ,373961602576
783 ,613089 ,480048687 ,375878121921
784 ,614656 ,481890304 ,377801998336
785 ,616225 ,483736625 ,379733250625
786 ,617796 ,485587656 ,381671897616
787 ,619369 ,487443403 ,383617958161
788 ,620944 ,489303872 ,385571451136
789 ,622521 ,491169069 ,387532395441
790 ,624100 ,493039000 ,389500810000
791 ,625681 ,494913671 ,391476713761
792 ,627264 ,496793088 ,393460125696
793 ,628849 ,498677257 ,395451064801
794 ,630436 ,500566184 ,397449550096
795 ,632025 ,502459875 ,399455600625
796 ,633616 ,504358336 ,401469235456
797 ,635209 ,506261573 ,403490473681
798 ,636804 ,508169592 ,405519334416
799 ,638401 ,510082399 ,407555836801
800 ,640000 ,512000000 ,409600000000
801 ,641601 ,513922401 ,411651843201
802 ,643204 ,515849608 ,413711385616
803 ,644809 ,517781627 ,415778646481
804 ,646416 ,519718464 ,417853645056
805 ,648025 ,521660125 ,419936400625
806 ,649636 ,523606616 ,422026932496
807 ,651249 ,525557943 ,424125260001
808 ,652864 ,527514112 ,426231402496
809 ,654481 ,529475129 ,428345379361
810 ,656100 ,531441000 ,430467210000
811 ,657721 ,533411731 ,432596913841
812 ,659344 ,535387328 ,434734510336
813 ,660969 ,537367797 ,436880018961
814 ,662596 ,539353144 ,439033459216
815 ,664225 ,541343375 ,441194850625
816 ,665856 ,543338496 ,443364212736
817 ,667489 ,545338513 ,445541565121
818 ,669124 ,547343432 ,447726927376
819 ,670761 ,549353259 ,449920319121
820 ,672400 ,551368000 ,452121760000
821 ,674041 ,553387661 ,454331269681
822 ,675684 ,555412248 ,456548867856
823 ,677329 ,557441767 ,458774574241
824 ,678976 ,559476224 ,461008408576
825 ,680625 ,561515625 ,463250390625
826 ,682276 ,563559976 ,465500540176
827 ,683929 ,565609283 ,467758877041
828 ,685584 ,567663552 ,470025421056
829 ,687241 ,569722789 ,472300192081
830 ,688900 ,571787000 ,474583210000
831 ,690561 ,573856191 ,476874494721
832 ,692224 ,575930368 ,479174066176
833 ,693889 ,578009537 ,481481944321
834 ,695556 ,580093704 ,483798149136
835 ,697225 ,582182875 ,486122700625
836 ,698896 ,584277056 ,488455618816
837 ,700569 ,586376253 ,490796923761
838 ,702244 ,588480472 ,493146635536
839 ,703921 ,590589719 ,495504774241
840 ,705600 ,592704000 ,497871360000
841 ,707281 ,594823321 ,500246412961
842 ,708964 ,596947688 ,502629953296
843 ,710649 ,599077107 ,505022001201
844 ,712336 ,601211584 ,507422576896
845 ,714025 ,603351125 ,509831700625
846 ,715716 ,605495736 ,512249392656
847 ,717409 ,607645423 ,514675673281
848 ,719104 ,609800192 ,517110562816
849 ,720801 ,611960049 ,519554081601
850 ,722500 ,614125000 ,522006250000
851 ,724201 ,616295051 ,524467088401
852 ,725904 ,618470208 ,526936617216
853 ,727609 ,620650477 ,529414856881
854 ,729316 ,622835864 ,531901827856
855 ,731025 ,625026375 ,534397550625
856 ,732736 ,627222016 ,536902045696
857 ,734449 ,629422793 ,539415333601
858 ,736164 ,631628712 ,541937434896
859 ,737881 ,633839779 ,544468370161
860 ,739600 ,636056000 ,547008160000
861 ,741321 ,638277381 ,549556825041
862 ,743044 ,640503928 ,552114385936
863 ,744769 ,642735647 ,554680863361
864 ,746496 ,644972544 ,557256278016
865 ,748225 ,647214625 ,559840650625
866 ,749956 ,649461896 ,562434001936
867 ,751689 ,651714363 ,565036352721
868 ,753424 ,653972032 ,567647723776
869 ,755161 ,656234909 ,570268135921
870 ,756900 ,658503000 ,572897610000
871 ,758641 ,660776311 ,575536166881
872 ,760384 ,663054848 ,578183827456
873 ,762129 ,665338617 ,580840612641
874 ,763876 ,667627624 ,583506543376
875 ,765625 ,669921875 ,586181640625
876 ,767376 ,672221376 ,588865925376
877 ,769129 ,674526133 ,591559418641
878 ,770884 ,676836152 ,594262141456
879 ,772641 ,679151439 ,596974114881
880 ,774400 ,681472000 ,599695360000
881 ,776161 ,683797841 ,602425897921
882 ,777924 ,686128968 ,605165749776
883 ,779689 ,688465387 ,607914936721
884 ,781456 ,690807104 ,610673479936
885 ,783225 ,693154125 ,613441400625
886 ,784996 ,695506456 ,616218720016
887 ,786769 ,697864103 ,619005459361
888 ,788544 ,700227072 ,621801639936
889 ,790321 ,702595369 ,624607283041
890 ,792100 ,704969000 ,627422410000
891 ,793881 ,707347971 ,630247042161
892 ,795664 ,709732288 ,633081200896
893 ,797449 ,712121957 ,635924907601
894 ,799236 ,714516984 ,638778183696
895 ,801025 ,716917375 ,641641050625
896 ,802816 ,719323136 ,644513529856
897 ,804609 ,721734273 ,647395642881
898 ,806404 ,724150792 ,650287411216
899 ,808201 ,726572699 ,653188856401
900 ,810000 ,729000000 ,656100000000
901 ,811801 ,731432701 ,659020863601
902 ,813604 ,733870808 ,661951468816
903 ,815409 ,736314327 ,664891837281
904 ,817216 ,738763264 ,667841990656
905 ,819025 ,741217625 ,670801950625
906 ,820836 ,743677416 ,673771738896
907 ,822649 ,746142643 ,676751377201
908 ,824464 ,748613312 ,679740887296
909 ,826281 ,751089429 ,682740290961
910 ,828100 ,753571000 ,685749610000
911 ,829921 ,756058031 ,688768866241
912 ,831744 ,758550528 ,691798081536
913 ,833569 ,761048497 ,694837277761
914 ,835396 ,763551944 ,697886476816
915 ,837225 ,766060875 ,700945700625
916 ,839056 ,768575296 ,704014971136
917 ,840889 ,771095213 ,707094310321
918 ,842724 ,773620632 ,710183740176
919 ,844561 ,776151559 ,713283282721
920 ,846400 ,778688000 ,716392960000
921 ,848241 ,781229961 ,719512794081
922 ,850084 ,783777448 ,722642807056
923 ,851929 ,786330467 ,725783021041
924 ,853776 ,788889024 ,728933458176
925 ,855625 ,791453125 ,732094140625
926 ,857476 ,794022776 ,735265090576
927 ,859329 ,796597983 ,738446330241
928 ,861184 ,799178752 ,741637881856
929 ,863041 ,801765089 ,744839767681
930 ,864900 ,804357000 ,748052010000
931 ,866761 ,806954491 ,751274631121
932 ,868624 ,809557568 ,754507653376
933 ,870489 ,812166237 ,757751099121
934 ,872356 ,814780504 ,761004990736
935 ,874225 ,817400375 ,764269350625
936 ,876096 ,820025856 ,767544201216
937 ,877969 ,822656953 ,770829564961
938 ,879844 ,825293672 ,774125464336
939 ,881721 ,827936019 ,777431921841
940 ,883600 ,830584000 ,780748960000
941 ,885481 ,833237621 ,784076601361
942 ,887364 ,835896888 ,787414868496
943 ,889249 ,838561807 ,790763784001
944 ,891136 ,841232384 ,794123370496
945 ,893025 ,843908625 ,797493650625
946 ,894916 ,846590536 ,800874647056
947 ,896809 ,849278123 ,804266382481
948 ,898704 ,851971392 ,807668879616
949 ,900601 ,854670349 ,811082161201
950 ,902500 ,857375000 ,814506250000
951 ,904401 ,860085351 ,817941168801
952 ,906304 ,862801408 ,821386940416
953 ,908209 ,865523177 ,824843587681
954 ,910116 ,868250664 ,828311133456
955 ,912025 ,870983875 ,831789600625
956 ,913936 ,873722816 ,835279012096
957 ,915849 ,876467493 ,838779390801
958 ,917764 ,879217912 ,842290759696
959 ,919681 ,881974079 ,845813141761
960 ,921600 ,884736000 ,849346560000
961 ,923521 ,887503681 ,852891037441
962 ,925444 ,890277128 ,856446597136
963 ,927369 ,893056347 ,860013262161
964 ,929296 ,895841344 ,863591055616
965 ,931225 ,898632125 ,867180000625
966 ,933156 ,901428696 ,870780120336
967 ,935089 ,904231063 ,874391437921
968 ,937024 ,907039232 ,878013976576
969 ,938961 ,909853209 ,881647759521
970 ,940900 ,912673000 ,885292810000
971 ,942841 ,915498611 ,888949151281
972 ,944784 ,918330048 ,892616806656
973 ,946729 ,921167317 ,896295799441
974 ,948676 ,924010424 ,899986152976
975 ,950625 ,926859375 ,903687890625
976 ,952576 ,929714176 ,907401035776
977 ,954529 ,932574833 ,911125611841
978 ,956484 ,935441352 ,914861642256
979 ,958441 ,938313739 ,918609150481
980 ,960400 ,941192000 ,922368160000
981 ,962361 ,944076141 ,926138694321
982 ,964324 ,946966168 ,929920776976
983 ,966289 ,949862087 ,933714431521
984 ,968256 ,952763904 ,937519681536
985 ,970225 ,955671625 ,941336550625
986 ,972196 ,958585256 ,945165062416
987 ,974169 ,961504803 ,949005240561
988 ,976144 ,964430272 ,952857108736
989 ,978121 ,967361669 ,956720690641
990 ,980100 ,970299000 ,960596010000
991 ,982081 ,973242271 ,964483090561
992 ,984064 ,976191488 ,968381956096
993 ,986049 ,979146657 ,972292630401
994 ,988036 ,982107784 ,976215137296
995 ,990025 ,985074875 ,980149500625
996 ,992016 ,988047936 ,984095744256
997 ,994009 ,991026973 ,988053892081
998 ,996004 ,994011992 ,992023968016
999 ,998001 ,997002999 ,996005996001
1000 ,1000000 ,1000000000 ,1000000000000
